id,eg_source,eg_title,eg_link,json
344,visme,Marketing Budget,https://www.visme.co/templates/charts/,"    {'id':344,'eg_title':Marketing Budget,'eg_source':visme,'eg_link':https://www.visme.co/templates/charts/},"
345,visme,Computer Sales,https://www.visme.co/templates/charts/,"    {'id':345,'eg_title':Computer Sales,'eg_source':visme,'eg_link':https://www.visme.co/templates/charts/},"
346,visme,Website Visitor Trend,https://www.visme.co/templates/charts/,"    {'id':346,'eg_title':Website Visitor Trend,'eg_source':visme,'eg_link':https://www.visme.co/templates/charts/},"
347,infogram,Gunnison Valley Economic Recovery Dashboard,https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3,"    {'id':347,'eg_title':Gunnison Valley Economic Recovery Dashboard,'eg_source':infogram,'eg_link':https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3},"
348,infogram,Gunnison Valley Economic Recovery Dashboard,https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3,"    {'id':348,'eg_title':Gunnison Valley Economic Recovery Dashboard,'eg_source':infogram,'eg_link':https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3},"
349,infogram,Gunnison Valley Economic Recovery Dashboard,https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3,"    {'id':349,'eg_title':Gunnison Valley Economic Recovery Dashboard,'eg_source':infogram,'eg_link':https://infogram.com/gunni-dashboard-v03-1hkv2nr3ypkp4x3},"
350,infogram,Statsministerens nyttårstale,https://infogram.com/52e8d58c-8448-4150-959e-6b4202542e23,"    {'id':350,'eg_title':Statsministerens nyttårstale,'eg_source':infogram,'eg_link':https://infogram.com/52e8d58c-8448-4150-959e-6b4202542e23},"
351,nyt,Japan's Low Vaccination Rate,https://www.nytimes.com/interactive/2021/06/23/world/asia/japan-coronavirus-olympics.html,"    {'id':351,'eg_title':Japan's Low Vaccination Rate,'eg_source':nyt,'eg_link':https://www.nytimes.com/interactive/2021/06/23/world/asia/japan-coronavirus-olympics.html},"
352,nyt,A History of the Detainee Population,https://twitter.com/nytgraphics/status/1395774540660215811/photo/1,"    {'id':352,'eg_title':A History of the Detainee Population,'eg_source':nyt,'eg_link':https://twitter.com/nytgraphics/status/1395774540660215811/photo/1},"
353,nyt,Propotion of Infrastructure and Family Plan,https://twitter.com/aliciaparlap/status/1387533627412697090/photo/1,"    {'id':353,'eg_title':Propotion of Infrastructure and Family Plan,'eg_source':nyt,'eg_link':https://twitter.com/aliciaparlap/status/1387533627412697090/photo/1},"
354,nyt,Congressional Seats Awarded to Each State From the 2020 Cencus,https://www.nytimes.com/interactive/2021/04/26/us/politics/congress-house-seats-census.html,"    {'id':354,'eg_title':Congressional Seats Awarded to Each State From the 2020 Cencus,'eg_source':nyt,'eg_link':https://www.nytimes.com/interactive/2021/04/26/us/politics/congress-house-seats-census.html},"
355,nyt,"Breaking News: Gonzaga edged UCLA, 93-90, and will play Baylor for the national title",https://twitter.com/NYTSports/status/1378546586880520195/photo/1,"    {'id':355,'eg_title':Breaking News: Gonzaga edged UCLA, 93-90, and will play Baylor for the national title,'eg_source':nyt,'eg_link':https://twitter.com/NYTSports/status/1378546586880520195/photo/1},"
356,propublica,How sports owners pay less taxes than athletes,https://flowingdata.com/2021/07/08/how-sports-owners-pay-less-taxes-than-athletes/,"    {'id':356,'eg_title':How sports owners pay less taxes than athletes,'eg_source':propublica,'eg_link':https://flowingdata.com/2021/07/08/how-sports-owners-pay-less-taxes-than-athletes/},"
357,washingtonpost,"How Big Tech got so big:
Hundreds of acquisitions",https://www.washingtonpost.com/technology/interactive/2021/amazon-apple-facebook-google-acquisitions/,"    {'id':357,'eg_title':How Big Tech got so big:
Hundreds of acquisitions,'eg_source':washingtonpost,'eg_link':https://www.washingtonpost.com/technology/interactive/2021/amazon-apple-facebook-google-acquisitions/},"
358,flowingdata,A Diagram of All the Batteries,https://flowingdata.com/2018/07/03/a-diagram-of-all-the-batteries/,"    {'id':358,'eg_title':A Diagram of All the Batteries,'eg_source':flowingdata,'eg_link':https://flowingdata.com/2018/07/03/a-diagram-of-all-the-batteries/},"
359,flowingdata,Most Common Family Types in America,https://flowingdata.com/2016/07/20/modern-family-structure/,"    {'id':359,'eg_title':Most Common Family Types in America,'eg_source':flowingdata,'eg_link':https://flowingdata.com/2016/07/20/modern-family-structure/},"
360,flowingdata,"Top Brewery Road Trip, Routed Algorithmically",https://flowingdata.com/2015/10/26/top-brewery-road-trip-routed-algorithmically/,"    {'id':360,'eg_title':Top Brewery Road Trip, Routed Algorithmically,'eg_source':flowingdata,'eg_link':https://flowingdata.com/2015/10/26/top-brewery-road-trip-routed-algorithmically/},"
361,flowingdata,In search of food deserts,https://flowingdata.com/2013/08/27/in-search-of-food-deserts/,"    {'id':361,'eg_title':In search of food deserts,'eg_source':flowingdata,'eg_link':https://flowingdata.com/2013/08/27/in-search-of-food-deserts/},"
